"doc_id","text"
473,"Political discourse is the soul of democracy, but misunderstanding and conflict can fester in divisive conversations. The widespread shift to online discourse exacerbates many of these problems and corrodes the capacity of diverse societies to cooperate in solving social problems. Scholars and civil society groups promote interventions that make conversations less divisive or more productive, but scaling these efforts to online discourse is challenging. We conduct a large-scale experiment that demonstrates how online conversations about divisive topics can be improved with AI tools. Specifically, we employ a large language model to make real-time, evidence-based recommendations intended to improve participants’ perception of feeling understood. These interventions improve reported conversation quality, promote democratic reciprocity, and improve the tone, without systematically changing the content of the conversation or moving people’s policy attitudes."
474,"Abstract This paper conceptualizes a consumer-centric, regenerative artificial intelligence (“ReGenAI”) model for the Fast-Moving Consumer Goods (“FMCG”) retailing channel. The system uses its awareness of context, time, and users to (re)generate customer touchpoints and other marketing communications. Its output provides deep insights into regular and altered FMCG customer journeys, such as shopping behaviors under stressors like lifestyle choices or cataclysmic socio-economic and weather events. The recursive model advances from current, generative AI systems. It uses “tired or inspired” as a simplified bifurcated grocery shopper taxonomy to operationalize customers’ purchasing and consumption behaviors into actionable data for demand planning and retail operations."
475,"study conducted by the European Commission has found that a majority of Europeans are concerned about internet disinformation and want politicians and platform operators to take stronger action against it. The study also revealed that many people are frequently unsure if online information is true and encounter disinformation consciously. Younger and more educated individuals are more active in verifying the truthfulness of information. The study suggests that addressing disinformation requires regulation, raising awareness, and equipping people to better evaluate news and media content. Another study found that social media use is associated with lower well-being in children and adolescents, particularly due to constant social comparisons. However, further research is needed to confirm these findings. The German Research Foundation has released guidelines for the responsible use of generative AI models, emphasizing adherence to scientific standards. A collaborative project in Germany has examined the requirements of universities for data management plans to support research data management. De Gruyter and Brill have announced a merger to create a new publishing company focused on the humanities, aiming to improve their position in the global market."
476,"In the era of GeoAI, Geospatial Intelligent Question Answering (GeoIQA) represents the ultimate pursuit for everyone. Even generative AI systems like ChatGPT-4 struggle to handle complex GeoIQA. GeoIQA is domain complex IQA, which aims at understanding and answering questions accurately. The core of IQA is the Question Classification (QC), which mainly contains four types: content-based, template-based, calculation-based and method-based classification. These IQA_QC frameworks, however, struggle to be compatible and integrate with each other, which may be the bottleneck restricting the substantial improvement of IQA performance. To address this problem, this paper reviewed recent advances on IQA with the focus on solving question classification and proposed a comprehensive IQA_QC framework for understanding user query intention more accurately. By introducing the basic idea of the IQA mechanism, a three-level question classification framework consisting of essence, form and implementation is put forward which could cover the complexity and diversity of geographical questions. In addition, the proposed IQA_QC framework revealed that there are still significant deficiencies in the IQA evaluation metrics in the aspect of broader dimensions, which led to low answer performance, functional performance and systematic performance. Through the comparisons, we find that the proposed IQA_QC framework can fully integrate and surpass the existing classification. Although our proposed classification can be further expanded and improved, we firmly believe that this comprehensive IQA_QC framework can effectively help researchers in both semantic parsing and question querying processes. Furthermore, the IQA_QC framework can also provide a systematic question-and-answer pair/library categorization system for AIGCs, such as GPT-4. In conclusion, whether it is explicit GeoAI or implicit GeoAI, the IQA_QC can play a pioneering role in providing question-and-answer types in the future."
477,"ChatGPT is a generative AI model that has garnered tremendous public interest due to its ability to solve diverse problems through high-level reasoning and analysis. Among its features is an ability to create and debug code. While this capability has been explored with conventional programming languages such as Python, it has yet to be applied to computer-aided design (CAD). In this work, we utilized GPT-4 to create functional microfluidic components using OpenSCAD, an open-source CAD software package. Through an iterative dialogue, GPT-4 created functional designs for a helix/spiral, a valve, a t-junction, and a serpentine channel. This concept could facilitate CAD in the future for both technical and non-technical users and can be reasonably extended to other fields."
478,"Generative artificial intelligence (AI) is rapidly transforming people’s access to and attitudes toward knowledge. It is an extremely powerful technology, but this transformation presents numerous social, environmental, political, and, perhaps, in particular, educational considerations. There is a pressing need to have a profound and nuanced conversation about these considerations, without asking a chatbot for its opinion. Instead, we seem to be having mostly a distractive conversation about singularities, which is arguably a domain of sheer speculation, rather than a more pressing conversation about “the system” that produced the technology and what it is doing right now to people, society, and processes, in particular, the educational process. Therefore, starting from a viewpoint on education as the democratization of knowledge, this article presents six talking points as a contribution to the conversation about those considerations, especially with respect to education."
479,"Artificial intelligence (AI) is increasingly integrating into our society. University education needs to maintain its relevance in an AI‐mediated world, but the higher education sector is only beginning to engage deeply with the implications of AI within society. We define AI according to a relational epistemology, where, in the context of a particular interaction, a computational artefact provides a judgement about an optimal course of action and that this judgement cannot be traced. Therefore, by definition, AI must always act as a 'black box'. Rather than seeking to explain 'black boxes', we argue that a pedagogy for an AI‐mediated world involves learning to work with opaque, partial and ambiguous situations, which reflect the entangled relationships between people and technologies. Such a pedagogy asks learners locate AI as socially bounded, where AI is always understood within the contexts of its use. We outline two particular approaches to achieve this: (a) orienting students to quality standards that surround AIs, what might be called the tacit and explicit 'rules of the game'; and (b) providing meaningful interactions with AI systems. Practitioner notesWhat is already known about this topic Artificial intelligence (AI) is conceptualised in many different ways but is rarely defined in the higher education literature.Experts have outlined a range of graduate capabilities for working in a world of AI such as teamwork or ethical thinking.The higher education literature outlines an imperative need to respond to AI, as underlined by recent commentary on ChatGPT.What this paper adds A definition of an AI that is relational: A particular interaction where a computational artefact provides a judgement about an optimal course of action, which cannot be easily traced.Focusing on working with AI black boxes rather than trying to see inside the technology.Describing a pedagogy for an AI‐mediated world that promotes working in complex situations with partial and indeterminate information.Implications for practice and/or policy Focusing on quality standards helps learners understand the social regulating boundaries around AI.Promoting learner interactions with AI as part of a sociotechnical ensemble helps build evaluative judgement in weighting AI's contribution to work.Asking learners to work with AI systems prompts understanding of the evaluative, ethical and practical necessities of working with a black box."
480,"Disease modeling and target discovery are crucial initial steps in the drug discovery process and significantly impact on the success of drug development. Given the advantages of analyzing large datasets and complex biological networks, artificial intelligence (AI) is playing a growing role in modern drug target identification. We discuss the use of deep learning models for target discovery, AI-identified targets validated through experiments, and the use of synthetic data produced using generative AI for target identification. Novelty, in addition to druggability and toxicity, is a crucial factor in target selection. There is a trade-off between choosing high-confidence and novel targets. Over the past few years several AI-derived drugs have entered clinical trials, signaling the dawn of a new era in AI-driven drug discovery. Disease modeling and target identification are the most crucial initial steps in drug discovery, and influence the probability of success at every step of drug development. Traditional target identification is a time-consuming process that takes years to decades and usually starts in an academic setting. Given its advantages of analyzing large datasets and intricate biological networks, artificial intelligence (AI) is playing a growing role in modern drug target identification. We review recent advances in target discovery, focusing on breakthroughs in AI-driven therapeutic target exploration. We also discuss the importance of striking a balance between novelty and confidence in target selection. An increasing number of AI-identified targets are being validated through experiments and several AI-derived drugs are entering clinical trials; we highlight current limitations and potential pathways for moving forward."
481,"Google offers an experimental note-taking app called NotebookLM that uses generative AI to analyze and summarize text. Users can turn long documents into brief summaries, extract insights from multiple documents, and summarize information found during online research. The app allows users to create notebooks, add text sources, and manage notes. However, users should be cautious as generative AI tools are still in their early stages and may provide incorrect information. The app also lacks certain features found in other note-taking apps, but users can copy the AI-generated responses and paste them into other apps."
482,"The article discusses that the Association of American Publishers is backing Fairly Trained, a nonprofit organization focused on certifying fair training data use in generative artificial intelligence (AI), giving it as a seal of approval for generative AI models adhering to copyright regulations."
483,"The New York Times has filed a lawsuit against Microsoft and OpenAI, claiming copyright violations in the development of their generative AI tools. The Times alleges that Microsoft's Copilot and OpenAI's ChatGPT were trained using millions of articles without permission. The lawsuit seeks billions of dollars in damages and demands the destruction of the datasets and tools. The outcome of this lawsuit could have significant implications for the future of generative AI and the rights of copyright holders."
484,"The article focuses on Forrester Research's predictions for customer experience (CX) professionals in 2024, highlighting the challenges faced by CX teams in the past couple of years, the impact of generative AI on CX ratings, the increasing adoption of customer-facing generative AI by large global firms, and the potential for biased or harmful experiences launched by brands."
485,"In a world where misinformation is already rampant, there are fears that AI-manufactured video could make it harder to tell what is real - though so far, this hasn't happened with existing AI tools. This isn't possible yet, but text-to-video artificial intelligence algorithms, such as Meta's Make-A-Video and Google's Imagen Video, are rapidly heading towards this goal. The case could set a precedent for other disputes over alleged AI infringement, but the overall lack of case law may mean politicians will need to introduce new laws to cover generative AI."
486,"Microsoft has announced that it is rebranding its generative AI-based Bing Chat as Copilot, signaling its shift in focus from internet search to artificial intelligence (AI). The move consolidates all of Microsoft's genAI efforts under one brand and includes several AI tools under the Copilot name. Microsoft is also making the chat version of Copilot available for free on the web, no longer requiring the use of Bing. This decision reflects Microsoft's belief that AI is the future and that it cannot compete with Google in the search market."
487,"Cisco has announced a new artificial intelligence strategy for its Webex videoconferencing platform, including an AI-powered assistant that can summarize meeting content and answer questions, and generative AI capabilities to improve the quality of video meetings. Webex's AI Codec uses up to 16 times less bandwidth than an industry standard audio codec, he said."
488,"The article focuses on the transformative potential of generative Artificial intelligence (AI) and foundation models in various applications, including knowledge management, business intelligence, and intelligent process automation. It discusses how these models can streamline and enhance human-computer interactions, enabling natural language interfaces and visual applications to revolutionize the way organizations work and communicate."
489,"An interview with pedagogical director at Peachey Publications Nik Peachey is presented. When asked about artificial intelligence (AI) in practical terms? He expressed that Generative AI is a technology that simulates human thought and language by analyzing large language models and producing information. He highlights the topics the role of teachers in guiding and motivating learners, as well as the surprisingly rapid adoption of AI tools in education."
490,"The article discusses the potential of generative artificial intelligence (AI) in healthcare, specifically in the field of musculoskeletal health. The President's Symposium at the AAOS 2024 Annual Meeting will bring together experts to explore the current and future applications of generative AI in healthcare. The symposium will address various issues such as translational research, clinical implementation, patient safety, ethics, and diversity. The session will feature experts from the medical and AI fields who will provide an overview of generative AI tools and discuss the challenges and opportunities associated with their implementation. The symposium will take place on February 14, 2024."
491,"This article explores the potential and impact of artificial intelligence (AI) in the field of architecture. It discusses the rapid development of generative AI and its ability to disrupt various industries. The article raises questions about the role of AI in architecture, including whether AI will create a substantially different architecture or reinvent the role of the architect. It also examines how AI might change the style and aesthetics of architecture, the issue of authorship in AI-generated images, and the capacity of AI to generate unique designs. The article concludes by suggesting that AI can be a valuable tool for architects, helping them to engage with complex problems and shape the future of the discipline."
492,"Many people are getting extremely excited about artificial intelligence (AI) and the possibilities it presents to development because it is available 24/7 and can operate around the clock to perform mundane and competitive tasks without complaining that the work is boring. Yet, more and more people are sounding the alarm bells about the use of AI, including thousands of CEOs, technologists, research academics and others who have signed an open letter, dated 22 March 2023. In this letter they called for a pause in AI deployment, especially since so many people have started to use the likes of ChatGPT and other generative AI systems (Pratt, 2023)."
493,"The author focuses on the generative artificial intelligence (AI) trained on data sets consisting images or writing, and mentions lack of style shines in Generative Pre-trained Transformer (GTP). Topics discussed include established tendencies streamlined by AI toward repetition, imitation and pastiche, industrial cycle of dissemination and reaction, and proliferation of cultural content throught AI."
494,"The article focuses on the use of generative AI (Artificial Intelligence) in the publishing industry. It discusses how generative AI is being realized in various ways and has the potential to transform workflows, business models, and the products offered to readers. It further highlights that while the technology has been still developing, it is already making significant impacts."
495,"ChatGPT and GitHub Copilot are both leading generative AI applications. Which generative AI platform is best for your needs?"
496,"The article discusses the Great Britain Department for Education's position on the use of generative artificial intelligence (AI), specifically large language models like ChatGPT and Google Bard, in the education sector. It mentions schools, colleges, universities, and awarding organizations should take reasonable steps to prevent malpractice, including malpractice involving generative AI, and education sector needs to protect data by ensuring the protection of personal and sensitive data."
497,"An editorial is presented on the impact of artificial intelligence (AI) in laboratory medicine, its potential benefits, and its challenges. Topics include the use of AI in diagnostic specialties like radiology and the transition to digital pathology. It emphasizes the need for accuracy and cooperation between labs and AI experts and the use of generative AI models like Chat Generative Pre-trained Transformer in scientific literature."
498,"As our fascination and fear of trending generative AI systems heat up, researchers focused on the industrial manufacturing realm are bolstering their AI toolkits-all the better to be part of the next wave of innovation. ""AI really helps to make those design cycles faster, and the output-fingers crossed-better"", said Boris Scharinger, senior innovation manager, Siemens, during a presentation."
499,"The article focuses on the rise of generative artificial intelligence (AI) in creating content, as poorly paid human article spinners are increasingly replaced by AI that churns out articles for the purpose of driving web traffic. Topics discussed include the AI-generated biography of the author, the potential threats of AI-driven SEO link farms, and the challenges posed by the use of AI to create false information about individuals."
500,"The article offers information on the growing impact of AI on society, particularly in the fields of information access, education, and journalism. It discusses how generative AI is being used to assist in academic writing and how it's raising concerns in the entertainment industry, potentially impacting journalism and various professions that involve text creation."
501,"The article focuses on the evolving relationship between humans and technology, particularly the convergence of digital and physical worlds represented by the merger of ""bits"" (digital) and ""atoms"" (physical). Topics discussed include the integration of technology in government services, the need for adaptable and user-friendly technology, and the potential of Generative AI to transform the public sector."
502,"The article discusses about the intersection of artificial intelligence (AI) and book indexing, highlighting the challenges and potential impact of generative AI (GAI) on the publishing industry. Topic include It mentions concerns about the ""good enough"" concept and how AI technology could affect various aspects of publishing, including editorial processes."
503,"Talking to animals is a fundamental human desire. The emergence of powerful AI algorithms, and specifically Large Language Models, has driven many to suggest that we are on the verge of fulfilling this wish. A few large scientific consortia have been formed around this topic and several commercial entities even offer such services. We frame the task of communicating with animals as 'The Doctor Dolittle challenge' and identify three main obstacles on the route to doing so. First, although generative AI models can create novel animal communication samples, it is very difficult to determine their context, and we will forever be biased by our human umwelt when doing so. Second, using AI to extract context in an unsupervised manner must be validated through controlled experiments aiming to measure the animals' response. This is difficult, and moreover, AI algorithms tend to cling on to any available information and are thus prone to finding spurious correlations. And third, animal communication focuses on a restricted set of contexts, such as alarm and courtship, highly limiting our ability to communicate regarding other contexts. Nevertheless, using the tremendous power of novel AI methods to decipher and mimic animal communication is both fascinating and important. We thus define the criteria for passing the Doctor Dolittle challenge and call upon scientists to take on the mission. Would AI be able, like Doctor Dolittle, to 'talk' with animals? Yovel and Rechavi argue that, to ace the 'The Doctor Dolittle challenge', we would need to pass three obstacles that would be very difficult to overcome."
504,"Recently, a promising autoregressive large language model (LLM), I G i enerative I P i re-trained I T i ransformer (GPT)-3 trained with 175 billion parameters via cloud computing [[1]] has been made available to the public online (released by OpenAI on November 30, 2022; https://chat.openai.com/). Theoretically, healthcare IT can integrate LLMs into the electronic medical record (EMR) so as to use the generative AI capability to write discharge summaries [[23]], assist with data entry, and optimize patient check-in for visits (e.g., by assimilating necessary patient data prior to consultation and treatment). Understanding large language models (LLMs) LLMs are a specific application of Natural Language Processing (NLP), which is a subfield of AI that focuses on the interaction between computers and human language."
505,"In developing artificial intelligence (AI), researchers often benchmark against human performance as a measure of progress. Is this kind of comparison possible for moral cognition? Given that human moral judgment often hinges on intangible properties like ""intention"" which may have no natural analog in artificial agents, it may prove difficult to design a ""like‐for‐like"" comparison between the moral behavior of artificial and human agents. What would a measure of moral behavior for both humans and AI look like? We unravel the complexity of this question by discussing examples within reinforcement learning and generative AI, and we examine how the puzzle of evaluating artificial agents' moral cognition remains open for further investigation within cognitive science."
506,"University teaching practices impact student interest, engagement, and academic performance. This paper presents a study that uses artificial intelligence (AI) to examine students' preferences for university teaching practices. We asked students in various fields open-ended questions about the best teaching practices they had experienced. Due to the large amount of data obtained, we used the AI-based language model Generative Pretrained Transformer-3 (GPT-3) to analyse the responses. With this model, we sorted students' testimonies into nine theory-based categories regarding teaching practices. After analysing the reliability of the classifications conducted by GPT-3, we found that the agreement between humans was similar to that observed between humans and the AI model, which supported its reliability. Regarding students' preferences for teaching practices, the results showed that students prefer practices that focus on (1) clarity and (2) interaction and relationships. These results enable the use of AI-based tools that facilitate the analysis of large amounts of information collected through open methods. At the didactic level, students' preferences and demand for clear teaching practices (in which ideas and activities are stated and shown without ambiguity) that are based on interaction and relationships (between teachers and students and among students themselves) are demonstrable."
507,"In this technology review, we explore the affordances of the generative AI chatbot ChatGPT for language teaching and learning. In addition to this, we also present debates and drawbacks of ChatGPT. Finally, we present the digital competencies teachers and learners require to use this chatbot ethically and effectively to support language learning."
508,"Artificial intelligence (AI) has finally reached most people on our planet thanks to generative AI tools for text and other media. This has started a controversy about the possible benefits and risks, where responsible AI is key. Hence, we introduce the concept of responsible AI, its relation to AI ethics, and why the terms ethical or trustworthy AI should not be used. We then cover the three main relevant aspects of this new field: principles governance and regulation."
509,"Abstract AI chatbots have recently fuelled debate regarding education practices in higher education institutions worldwide. Focusing on Generative AI and ChatGPT in particular, our study examines how AI chatbots impact university teachers’ assessment practices, exploring teachers’ perceptions about how ChatGPT performs in response to home examination prompts in undergraduate contexts. University teachers (<italic>n</italic> = 24) from four different departments in humanities and social sciences participated in Turing Test-inspired experiments, where they blindly assessed student and ChatGPT-written responses to home examination questions. Additionally, we conducted semi-structured interviews in focus groups with the same teachers examining their reflections about the quality of the texts they assessed. Regarding chatbot-generated texts, we found a passing rate range across the cohort (37.5 − 85.7%) and a chatbot-written suspicion range (14–23%). Regarding the student-written texts, we identified patterns of downgrading, suggesting that teachers were more critical when grading student-written texts. Drawing on post-phenomenology and mediation theory, we discuss AI chatbots as a potentially disruptive technology in higher education practices."
510,"We examined the productivity effects of a generative artificial intelligence (AI) technology, the assistive chatbot ChatGPT, in the context of midlevel professional writing tasks. In a preregistered online experiment, we assigned occupation-specific, incentivized writing tasks to 453 college-educated professionals and randomly exposed half of them to ChatGPT. Our results show that ChatGPT substantially raised productivity: The average time taken decreased by 40% and output quality rose by 18%. Inequality between workers decreased, and concern and excitement about AI temporarily rose. Workers exposed to ChatGPT during the experiment were 2 times as likely to report using it in their real job 2 weeks after the experiment and 1.6 times as likely 2 months after the experiment."
511,"Abstract In 2022, OpenAI released ChatGPT, a generative artificial intelligence (AI) chatbot that can instantly respond to user-provided queries in a conversational manner. While it can be a powerful tool for completing a great number of written tasks, instructors are worried about students misusing ChatGPT and other AI programs in their coursework. Though this concern is valid, we propose that the emphasis on trying to circumvent cheating with AI is misplaced. In the following commentary, we argue that the way students are assessed should fundamentally change. Instead of asking students to simply reproduce knowledge in essays or exams—tasks that are easily accomplishable for an AI like ChatGPT—students should engage in class-specific, guided self-reflection and take part in assessing their own work. Self-assessment and ungrading could increase intrinsic motivation and reduce the desire to rely on AI for coursework, especially when such coursework requires personalized details from students. Thus, we propose that the emergence of ChatGPT and the continued evolution of AI poses an exciting challenge for higher education—to refocus students on work that is personally meaningful, and accomplishable only by humans."
512,"Since its launch, ChatGPT, an artificial intelligence chatbot developed by Open AI based on the premises of generative pre-trained transformer autoregressive language models, has gained widespread popularity and is making significant impact on society with its unique features, such as natural language processing and contextual awareness. ChatGPT is viewed as a major disruptive innovation that is likely to revolutionize the operations in many industries including the hospitality and tourism industry. The adoption of ChatGPT will result in substantial changes throughout the hospitality and tourism industry by disrupting how customer search for information, make decisions, and how businesses produce, create, and deliver customized services and experiences. This conceptual paper provides a comprehensive discussion on generative pre-trained transformers' (GPTs) benefits, and potential challenges and threats they pose to the hospitality and tourism industry. The feasibility of integrating GPT into different travel stages and decision-making processes is also discussed. The article concludes by proposing a potential future research agenda on using GPT in creating and delivering hospitality and tourism experiences, which can guide further advancements in the field."
513,"Goldschmidt's evocation of Leviticus 19:18 in Contradiction Set Free accomplishes heavy lifting within the distinction of the dialogic from the dialectic. Analogized to a necessary recognition of each particular and unique fulfillment of the immediate command to ""love your neighbor as yourself,"" dialogue is temporalized within an already near, yet not ever complete, messianic infinite. As an ongoing, active and unfinished composition of unique ""nows,"" dialogue's structure is likewise epistemically distinct from the structure of dialectical synthesis. How might this distinction's lens of Leviticus 19:18 illumine opportunities—and obstacles—for ""dialogue"" between humans and artificial systems? Does examining the specific case of OpenAI's ChatGPT under the lens of Goldschmidt's text suggest that certain questions about generative AI learning capacity might actually be questions of time?"
514,"With rapid advances in AI technology, AI tutors or digital learning companions, for example, can become more effective in supporting students by providing personalized feedback, simplifying complex concepts, and assessing students' understanding. Generative artificial intelligence (AI) technologies, such as large language models (LLMs) and diffusion model image and video generators, can transform learning and teaching experiences by providing students and instructors with access to a vast amount of information and create innovative learning and teaching materials in a very efficient way (e.g., U.S. Department of Education, [31]; Kasneci et al., [13]; Mollick & Mollick, [22]; Nikolic et al., [24]). With significant progress on these AI models, in the near future these types of AI tools would allow students to explore different bridge designs from different angles and better understand how they work and can fail under different circumstances."
515,"While we discuss how GAI shapes research and teaching practices within engineering education, we recognize that there are additional implications for the use of GAI for self-motivated and sustained learning initiated by learners on their own. Bias, misinformation, and data-gathering malpractice - common concerns with the use of any software - are all issues that users will need to understand in relation to GAI. The recent popularity of generative AI (GAI) applications such as ChatGPT portend a new era of research, teaching, and learning across domains, including in engineering (Bubeck et al., [8]; Kasneci et al., [19]; Lo, [20]; Qadir, [21]). GAI'S LIMITATIONS AND RISKS Finally, regardless of whether for teaching or research, it is important to consider GAI's safe and ethical use (UNESCO, [25])."
516,"Chat generative pre-trained transformer (ChatGPT) is a chatbot developed by OpenAI that answers questions in a human-like manner. ChatGPT is a GPT language model that understands and responds to natural language created using a transformer, which is a new artificial neural network algorithm first introduced by Google in 2017. ChatGPT can be used to identify research topics and proofread English writing and R scripts to improve work efficiency and optimize time. Attempts to actively utilize generative artificial intelligence (AI) are expected to continue in clinical settings. However, ChatGPT still has many limitations for widespread use in clinical research, owing to AI hallucination symptoms and its training data constraints. Researchers recommend avoiding scientific writing using ChatGPT in many traditional journals because of the current lack of originality guidelines and plagiarism of content generated by ChatGPT. Further regulations and discussions on these topics are expected in the future."
517,"The use of generative Artificial Intelligence (AI) and Large Language Models (LLMs) in research and scholarly writing has challenged editorial policy, with varying tolerance about the extent to which this technology should be allowed. Journals need to re-examine their standards to ensure transparency and accountability with regard to the use of AI and LLMs in the preparation of manuscripts and the scientific investigation upon which these articles are based. Social workers are ideally suited to assume leadership roles in the formulation of editorial policies given their core commitment to integrity and making certain that technology use is consistent with their comprehensive ethical code."
518,"Postdisaster housing reconstruction (PDHR) is a highly complex process because of the large number of recovery projects for affected communities and the shortage of resources after a disastrous event. PDHR also needs a strategy that reconsiders it as a large-scale integrated portfolio of projects instead of individual building reconstruction projects. However, this complexity and the lack of a holistic, systematic approach for planning frequently lead to an ad-hoc or case-by-case decision-making process. To resolve this critical challenge in postdisaster housing mass production, this study investigates and develops a systematic approach that optimizes the design modularization of housing recovery projects considering manufacturing, transportation, and assembly factors for a cost-efficient and sustainable implication of modular construction (MC) in PDHR. Using the genetic algorithm-based optimization method, the proposed method addresses the possible trade-offs between the commonality and suitability of the module configurations for PDHR projects. In addition, the authors used a set of feasible configurations of a variety of modular housing designs created from the AI-based generative design system and conducted the mass production scenarios after a disaster to validate the accuracy and robustness of the proposed methodology. The results clearly show that the proposed method significantly improved optimization and decision-making of MC design and construction processes and considerably enhanced rapid and logical responses to the demands of the postdisaster recovery process. The newly developed method is expected to assist the planners in formalizing the commonality concept in the PDHR process and achieving an optimal level of modularity and commonality that meet the required variation while maintaining the advantages of mass production."
519,"In recent years, we have experienced rapid development of advanced technology, machine learning, and artificial intelligence (AI), intended to interact with and augment the abilities of humans in practically every area of life. With the rapid growth of new capabilities, such as those enabled by generative AI (e.g., ChatGPT), AI is increasingly at the center of human communication and collaboration, resulting in a growing recognition of the need to understand how humans and AI can integrate their inputs in collaborative teams. However, there are many unanswered questions regarding how human–AI collective intelligence will emerge and what the barriers might be. Truly integrated collaboration between humans and intelligent agents may result in a different way of working that looks nothing like what we know now, and it is important to keep the essential goal of human societal well‐being and prosperity a priority. In this special issue, we begin to scope out the underpinnings of a socio‐cognitive architecture for <italic>Collective HUman‐MAchine INtelligence</italic> (COHUMAIN), which is the study of the capability of an integrated human and machine (i.e., intelligent technology) system to achieve goals in a wide range of environments. This topic consists of nine papers including a description of the conceptual foundation for a socio‐cognitive architecture for COHUMAIN, empirical tests of some aspects of this architecture, research on proposed representations of intelligent agents that can jointly interact with humans, empirical tests of human–human and human–machine interactions, and philosophical and ethical issues to consider as we develop these systems."
520,"Literature, poetry, and other forms of noncommercial creative expression challenge the techno-instrumentalist approaches to language, the predictive language generation, informing NLP (large natural language processing models) such as GPT-3 or -4 as well as, more generally, generative AI (text to image, video, audio). Claims that AI systems automate and expedite creativity reflect industry and research priorities of speed, scale, optimization, and frictionlessness driving much artificial intelligence design and application. But poetry will not optimize; the creative process cannot be reduced to a prompt. Some have noted that literary creations generated or augmented by artificial intelligence at best can offer form without meaning; using a GPT creation prompted by Maya Angelou's poem ""Still I Rise"" as a case study, this essay argues that NLP's predictive language generation and what I call algorithmic ahistoricity can also, more disturbingly, render meaning senseless. In doing so, GPT-3's literary experiments are not ""failed"" because they do not meet some moving target of a literary standard, nor because of technological insufficiency, but because it can make it harder for people to name and navigate their realities. The coda explores an example of AI as literary interlocutor and creative engagement beyond optimization."
